文件,概念,图片路径,匹配方式
6juan_chinese_mapping.json,头部疾病,切分图/第六卷_181_group_0002/entity1_曼唐图像.jpg,contains
6juan_chinese_mapping.json,培根病和“木布”病,切分图/第六卷_182_group_0002/entity1_曼唐图像.jpg,contains
6juan_chinese_mapping.json,目赤,切分图/第六卷_187_group_0002/entity1_曼唐图像.jpg,contains
6juan_chinese_mapping.json,察尿时加热尿液,切分图/第六卷_18_group_0003/entity1_曼唐图像.jpg,contains
6juan_chinese_mapping.json,隆病,切分图/第六卷_191_group_0004/entity1_曼唐图像.jpg,contains
6juan_chinese_mapping.json,培根偏盛,切分图/第六卷_194_group_0002/entity1_曼唐图像.jpg,contains
6juan_chinese_mapping.json,本图表述五外治法中主治下体培养病的峻灌肠法、一切排污法不能治愈疾病时用的镇逆法——利尿法及清除血热、赤巴病病根的放血疗法等操作及其适应症和禁忌症等内容。,切分图/第六卷_195_group_0000/entity1_曼唐图像.jpg,contains
6juan_chinese_mapping.json,胃火衰弱,切分图/第六卷_197_group_0001/entity1_曼唐图像.jpg,contains
6juan_chinese_mapping.json,察尿听声,切分图/第六卷_19_group_0000/entity1_曼唐图像.jpg,contains
6juan_chinese_mapping.json,鬼祟尿液卜法,切分图/第六卷_19_group_0001/entity1_曼唐图像.jpg,contains
6juan_chinese_mapping.json,隆病,切分图/第六卷_205_group_0000/entity1_曼唐图像.jpg,contains
6juan_chinese_mapping.json,胃火衰弱,切分图/第六卷_205_group_0001/entity1_曼唐图像.jpg,contains
6juan_chinese_mapping.json,下泄隆紊乱,切分图/第六卷_205_group_0002/entity1_曼唐图像.jpg,contains
6juan_chinese_mapping.json,赤巴热症,切分图/第六卷_209_group_0000/entity1_曼唐图像.jpg,contains
6juan_chinese_mapping.json,赤巴病,切分图/第六卷_218_group_0002/entity1_曼唐图像.jpg,contains
6juan_chinese_mapping.json,胃火式微,切分图/第六卷_221_group_0000/entity1_曼唐图像.jpg,contains
6juan_chinese_mapping.json,灰色培根病,切分图/第六卷_221_group_0001/entity1_曼唐图像.jpg,contains
6juan_chinese_mapping.json,隆所致病病,切分图/第六卷_221_group_0002/entity1_曼唐图像.jpg,contains
6juan_chinese_mapping.json,培根、血热、赤巴合症,切分图/第六卷_226_group_0001/entity1_曼唐图像.jpg,contains
6juan_chinese_mapping.json,隆、血热、赤巴合症,切分图/第六卷_226_group_0002/entity1_曼唐图像.jpg,contains
6juan_chinese_mapping.json,山羊、绵羊两舌脉,切分图/第六卷_231_group_0001/entity1_曼唐图像.jpg,contains
6juan_chinese_mapping.json,两培根“霞让”脉,切分图/第六卷_236_group_0000/entity1_曼唐图像.jpg,contains
6juan_chinese_mapping.json,两赤巴“霞让”脉,切分图/第六卷_236_group_0001/entity1_曼唐图像.jpg,contains
6juan_chinese_mapping.json,胃火衰弱,切分图/第六卷_243_group_0001/entity1_曼唐图像.jpg,contains
6juan_chinese_mapping.json,寒性赤巴病,切分图/第六卷_244_group_0002/entity1_曼唐图像.jpg,contains
6juan_chinese_mapping.json,培根病,切分图/第六卷_247_group_0002/entity1_曼唐图像.jpg,contains
6juan_chinese_mapping.json,隆病,切分图/第六卷_248_group_0000/entity1_曼唐图像.jpg,contains
6juan_chinese_mapping.json,大肠侧穴，三口,切分图/第六卷_259_group_0001/entity1_曼唐图像.jpg,contains
6juan_chinese_mapping.json,大肠端穴，三口,切分图/第六卷_259_group_0002/entity1_曼唐图像.jpg,contains
6juan_chinese_mapping.json,膀胱穴，三口,切分图/第六卷_260_group_0002/entity1_曼唐图像.jpg,contains
6juan_chinese_mapping.json,两无名指关节穴,切分图/第六卷_264_group_0002/entity1_曼唐图像.jpg,contains
6juan_chinese_mapping.json,两子肺敌舌穴,切分图/第六卷_270_group_0000/entity1_曼唐图像.jpg,contains
6juan_chinese_mapping.json,大肠穴5个,切分图/第六卷_279_group_0001/entity1_曼唐图像.jpg,contains
6juan_chinese_mapping.json,两大肠痞瘤穴,切分图/第六卷_279_group_0002/entity1_曼唐图像.jpg,contains
6juan_chinese_mapping.json,两膝关节穴,切分图/第六卷_282_group_0000/entity1_曼唐图像.jpg,contains
6juan_chinese_mapping.json,两肘关节穴,切分图/第六卷_282_group_0001/entity1_曼唐图像.jpg,contains
6juan_chinese_mapping.json,两腕关节穴,切分图/第六卷_282_group_0002/entity1_曼唐图像.jpg,contains
6juan_chinese_mapping.json,两踝关节穴,切分图/第六卷_282_group_0003/entity1_曼唐图像.jpg,contains
6juan_chinese_mapping.json,不分男女，察八宫尿液卜测作崇鬼神,切分图/第六卷_29_group_0001/entity1_曼唐图像.jpg,contains
6juan_chinese_mapping.json,从第一椎向下数八个椎骨即为第九椎穴，也称肝穴，此穴左右旁开1寸，三口并灸对肝部空感、吐酸水、隆邪引起的刺痛、午后腹胀、胸腹肿大、尿血等有益。,切分图/第六卷_307_group_0002/entity1_曼唐图像.jpg,contains
6juan_chinese_mapping.json,东宫尿液异常，卜鬼王、地上厉魔作祟,切分图/第六卷_30_group_0000/entity1_曼唐图像.jpg,contains
6juan_chinese_mapping.json,南宫尿液异常，卜游神、魔、紫黑鬼作祟,切分图/第六卷_30_group_0001/entity1_曼唐图像.jpg,contains
6juan_chinese_mapping.json,股骨鸡突下三寸穴,切分图/第六卷_316_group_0000/entity1_曼唐图像.jpg,contains
6juan_chinese_mapping.json,拇趾根关节窝穴,切分图/第六卷_319_group_0000/entity1_曼唐图像.jpg,contains
6juan_chinese_mapping.json,拇趾中关节穴,切分图/第六卷_319_group_0001/entity1_曼唐图像.jpg,contains
6juan_chinese_mapping.json,足背跖胫间关节穴,切分图/第六卷_319_group_0002/entity1_曼唐图像.jpg,contains
6juan_chinese_mapping.json,西宫尿液异常，卜龙魔、游神作祟,切分图/第六卷_31_group_0000/entity1_曼唐图像.jpg,contains
6juan_chinese_mapping.json,北宫尿液异常，卜龙王、罗刹作祟,切分图/第六卷_31_group_0001/entity1_曼唐图像.jpg,contains
6juan_chinese_mapping.json,肥胖是由培根的腻、重、凉、钝性偏盛及体内油脂增盛所致，不宜藿敷，因为这是统体的疾病，其性质寒偏盛，冷藿更会使培根邪增盛。,切分图/第六卷_325_group_0001/entity1_曼唐图像.jpg,contains
6juan_chinese_mapping.json,隆病,切分图/第六卷_329_group_0003/entity1_曼唐图像.jpg,contains
6juan_chinese_mapping.json,东南宫尿液异常、卜鬼王、游神、女鬼作祟,切分图/第六卷_32_group_0000/entity1_曼唐图像.jpg,contains
6juan_chinese_mapping.json,西南宫尿液异常、卜游神、紫黑魔鬼作祟,切分图/第六卷_32_group_0001/entity1_曼唐图像.jpg,contains
6juan_chinese_mapping.json,皮肤干糙,切分图/第六卷_332_group_0001/entity1_曼唐图像.jpg,contains
6juan_chinese_mapping.json,皮肤病,切分图/第六卷_334_group_0002/entity1_曼唐图像.jpg,contains
6juan_chinese_mapping.json,培根病,切分图/第六卷_337_group_0002/entity1_曼唐图像.jpg,contains
6juan_chinese_mapping.json,肌肉肿胀,切分图/第六卷_339_group_0002/entity1_曼唐图像.jpg,contains
6juan_chinese_mapping.json,西北宫尿液异常，卜龙魔、罗刹作祟,切分图/第六卷_33_group_0000/entity1_曼唐图像.jpg,contains
6juan_chinese_mapping.json,东北宫尿液异常，卜地神、持明神作祟,切分图/第六卷_33_group_0001/entity1_曼唐图像.jpg,contains
6juan_chinese_mapping.json,关节积液,切分图/第六卷_340_group_0002/entity1_曼唐图像.jpg,contains
6juan_chinese_mapping.json,赤巴瘤,切分图/第六卷_344_group_0001/entity1_曼唐图像.jpg,contains
6juan_chinese_mapping.json,疾病,切分图/第六卷_349_group_0001/entity1_曼唐图像.jpg,contains
6juan_chinese_mapping.json,疾病种类,切分图/第六卷_349_group_0002/entity1_曼唐图像.jpg,contains
6juan_chinese_mapping.json,诊察尿液转变方式，卜鬼祟,切分图/第六卷_34_group_0000/entity1_曼唐图像.jpg,contains
6juan_chinese_mapping.json,消化不良、剑突培根症和胃火衰弱症易误诊,切分图/第六卷_354_group_0000/entity1_曼唐图像.jpg,contains
6juan_chinese_mapping.json,腹泻、痢疾和热泻三者均为胃火衰弱、肝热侵入大小,切分图/第六卷_356_group_0000/entity1_曼唐图像.jpg,contains
6juan_chinese_mapping.json,病势强盛时，如法治疗不能迅速摧毁疾病为何因,切分图/第六卷_358_group_0002/entity1_曼唐图像.jpg,contains
6juan_chinese_mapping.json,病势强盛用药相反，却能摧毁疾病者为何因,切分图/第六卷_360_group_0000/entity1_曼唐图像.jpg,contains
6juan_chinese_mapping.json,本图表述《后续部》第二十七章《医典嘱咐》所述101种寿数疾病、101种前世宿业疾病的死亡与存活问题的明确解答：消除对疾病治疗与不治疗有无效果的疑虑；阐述身体、疾病、药物与医生之间的关系等，最后表述医典的讲述者明智圣人四兄弟和请教者意生圣人及《四部医典》十三大特色等。,切分图/第六卷_362_group_0001/entity1_曼唐图像.jpg,contains
6juan_chinese_mapping.json,寿数疾病101种,切分图/第六卷_363_group_0000/entity1_曼唐图像.jpg,contains
6juan_chinese_mapping.json,依命隆中断,切分图/第六卷_367_group_0000/entity1_曼唐图像.jpg,contains
6juan_chinese_mapping.json,被害物与作害物相关联,切分图/第六卷_372_group_0001/entity1_曼唐图像.jpg,contains
6juan_chinese_mapping.json,疾病、药物与善缘相关联,切分图/第六卷_373_group_0000/entity1_曼唐图像.jpg,contains
6juan_chinese_mapping.json,医法与结果相关联,切分图/第六卷_373_group_0001/entity1_曼唐图像.jpg,contains
6juan_chinese_mapping.json,本图表述《后续部》第二十七章《医典总结》中关于传承的嘱咐，内容有未劫《四部医典》传给怎样的人，包括对劣根器者秘而不传；对不具根器的学生秘而不传的利弊。祝愿医典一一传给具有根器的学生，传承不绝，利益众生；祝愿谁拥有此医典谁就会善言雄辩、众人敬重，获得权势和声誉，荣登药师佛净土，修成正果。最后表述化身意生圣人和明智圣人融入药师佛体内。,切分图/第六卷_380_group_0001/entity1_曼唐图像.jpg,contains
6juan_chinese_mapping.json,融入佛舌,切分图/第六卷_392_group_0000/entity1_曼唐图像.jpg,contains
6juan_chinese_mapping.json,仰仗祖先和世代通人的努力，在雪域高原藏医学如旭日东升得到不断发展，在这些上师传承中做出突出贡献的有五世达赖、掘藏师札巴宛西等12人及其帮助护法的祥隆多杰杜堆。,切分图/第六卷_394_group_0001/entity1_曼唐图像.jpg,contains
6juan_chinese_mapping.json,祥隆·多杰杜堆,切分图/第六卷_400_group_0001/entity1_曼唐图像.jpg,contains
6juan_chinese_mapping.json,**察男性神宫尿液，卜作崇鬼神**,切分图/第六卷_45_group_0002/entity1_曼唐图像.jpg,contains
6juan_chinese_mapping.json,察女性神宫尿液，卜作祟鬼神,切分图/第六卷_46_group_0000/entity1_曼唐图像.jpg,contains
6juan_chinese_mapping.json,状似鱼目、蛙头者，卜地神作祟,切分图/第六卷_50_group_0000/entity1_曼唐图像.jpg,contains
6juan_chinese_mapping.json,颜色愈红者，为死亡征兆,切分图/第六卷_54_group_0000/entity1_曼唐图像.jpg,contains
6juan_chinese_mapping.json,颜色夹杂者，卜中毒症,切分图/第六卷_61_group_0000/entity1_曼唐图像.jpg,contains
6juan_chinese_mapping.json,如充满气者，下脏腑有病,切分图/第六卷_63_group_0000/entity1_曼唐图像.jpg,contains
6juan_chinese_mapping.json,状似山羊目者，卜游神发怒,切分图/第六卷_64_group_0001/entity1_曼唐图像.jpg,contains
6juan_chinese_mapping.json,状似三角者，卜有灰色培根病,切分图/第六卷_66_group_0001/entity1_曼唐图像.jpg,contains
6juan_chinese_mapping.json,色紫如雾者，下有培根“木布”病,切分图/第六卷_67_group_0000/entity1_曼唐图像.jpg,contains
6juan_chinese_mapping.json,似亚大黄色者，卜大肠有培根病,切分图/第六卷_69_group_0001/entity1_曼唐图像.jpg,contains
6juan_chinese_mapping.json,状似云母者，下膀胱有病,切分图/第六卷_71_group_0000/entity1_曼唐图像.jpg,contains
6juan_chinese_mapping.json,> 尿诊 > 鬼祟尿液下法 > 《月王药诊》所述四条绳下法等 > 秋三宫,切分图/第六卷_73_group_0000/entity1_曼唐图像.jpg,contains
6juan_chinese_mapping.json,状似蛇舌、云朵者，患培赤病，或患隆病,切分图/第六卷_77_group_0000/entity1_曼唐图像.jpg,contains
6juan_chinese_mapping.json,状似螺者，患培根病,切分图/第六卷_77_group_0001/entity1_曼唐图像.jpg,contains
6juan_chinese_mapping.json,状似鱼目者，卜财神为害,切分图/第六卷_78_group_0000/entity1_曼唐图像.jpg,contains
6juan_chinese_mapping.json,培根宫原色灰紫者，为上体培根偏盛征兆,切分图/第六卷_78_group_0001/entity1_曼唐图像.jpg,contains
6juan_chinese_mapping.json,赤巴宫尿色黄有浮油，为胆汁上溢征兆,切分图/第六卷_79_group_0000/entity1_曼唐图像.jpg,contains
6juan_chinese_mapping.json,左右足所处宫和中间三宫为隆宫,切分图/第六卷_79_group_0001/entity1_曼唐图像.jpg,contains
6juan_chinese_mapping.json,九宫尿液蒸气诊察法,切分图/第六卷_90_group_0000/entity1_曼唐图像.jpg,contains
6juan_chinese_mapping.json,色蓝，卜隆病,切分图/第六卷_90_group_0001/entity1_曼唐图像.jpg,contains
6juan_chinese_mapping.json,色黄，卜赤巴病,切分图/第六卷_91_group_0000/entity1_曼唐图像.jpg,contains
6juan_chinese_mapping.json,沉淀物色白，卜培根病,切分图/第六卷_91_group_0001/entity1_曼唐图像.jpg,contains
6juan_chinese_mapping.json,东宫出现异常蒸气，卜天门开,切分图/第六卷_94_group_0000/entity1_曼唐图像.jpg,contains
6juan_chinese_mapping.json,西宫出现异常蒸气，卜地门开,切分图/第六卷_94_group_0001/entity1_曼唐图像.jpg,contains
6juan_chinese_mapping.json,诊察蒸气,切分图/第六卷_95_group_0000/entity1_曼唐图像.jpg,contains
6juan_chinese_mapping.json,蒸气状似白崖，卜从雪山和白崖处来的女鬼作害,切分图/第六卷_95_group_0001/entity1_曼唐图像.jpg,contains
6juan_chinese_mapping.json,蒸气状似旋风，卜天女、女魔为害,切分图/第六卷_96_group_0001/entity1_曼唐图像.jpg,contains
6juan_chinese_mapping.json,蒸气状似炒青稞堆，卜立于神坛的神鬼为害,切分图/第六卷_96_group_0002/entity1_曼唐图像.jpg,contains
6juan_chinese_mapping.json,蒸气状似路、牛皮、火灶，卜贪财鬼为害,切分图/第六卷_97_group_0000/entity1_曼唐图像.jpg,contains
6juan_chinese_mapping.json,蒸气状似白芥子、珍珠、卜龙王、佛、苯僧人咒使之鬼为害,切分图/第六卷_97_group_0001/entity1_曼唐图像.jpg,contains
6juan_chinese_mapping.json,中央宫蒸气青黑，卜佛、苯僧人的保护神为害,切分图/第六卷_98_group_0000/entity1_曼唐图像.jpg,contains
6juan_chinese_mapping.json,蒸气状似底黑顶白的山，卜来自雪山的保护神为,切分图/第六卷_99_group_0000/entity1_曼唐图像.jpg,contains
6juan_tibetan_mapping.json,ལྷོར་བྱུང་ན་སྙིང་དང་རྒྱུ་མར་ནད་ཡོད།,切分图/第六卷_104_group_0000/entity1_曼唐图像.jpg,contains
6juan_tibetan_mapping.json,ཤར་ཕྱོགས་སུ་བྱུང་ན་རླུང་ནད་མཆིན་མཁྲིས་ཀྱི་ནད་ཡོད།,切分图/第六卷_104_group_0001/entity1_曼唐图像.jpg,contains
6juan_tibetan_mapping.json,ནུབ་ཏུ་བྱུང་ན་བད་ཀན་གློ་ལོང་ལ་ཡོད།,切分图/第六卷_105_group_0000/entity1_曼唐图像.jpg,contains
6juan_tibetan_mapping.json,བྱང་དུ་བྱུང་ན་བད་ཀན་དམུ་སྐྲུན་འབྲས་ལྷོག་ཡོད།,切分图/第六卷_105_group_0001/entity1_曼唐图像.jpg,contains
6juan_tibetan_mapping.json,རླུང་ལ་བརྟག་པ།,切分图/第六卷_121_group_0000/entity1_曼唐图像.jpg,contains
6juan_tibetan_mapping.json,མཁྲིས་པ་ལ་བརྟག་པ།,切分图/第六卷_125_group_0000/entity1_曼唐图像.jpg,contains
6juan_tibetan_mapping.json,བད་ཀན་ལ་བརྟག་པ།,切分图/第六卷_129_group_0000/entity1_曼唐图像.jpg,contains
6juan_tibetan_mapping.json,རླུང་ནད་ཀྱི་འཆི་ཆུ།,切分图/第六卷_12_group_0002/entity1_曼唐图像.jpg,contains
6juan_tibetan_mapping.json,མཁྲིས་ནད་ཀྱི་འཆི་ཆུ།,切分图/第六卷_13_group_0000/entity1_曼唐图像.jpg,contains
6juan_tibetan_mapping.json,བད་ཀན་ནད་ཀྱི་འཆི་ཆུ།,切分图/第六卷_13_group_0002/entity1_曼唐图像.jpg,contains
6juan_tibetan_mapping.json,མཁྲིས་པའི་ལྕེ།,切分图/第六卷_142_group_0001/entity1_曼唐图像.jpg,contains
6juan_tibetan_mapping.json,བད་ཀན་གྱི་ལྕེ།,切分图/第六卷_142_group_0002/entity1_曼唐图像.jpg,contains
6juan_tibetan_mapping.json,རླུང་གིས་ཚ་བ་བུས་པའི་ལྕེ།,切分图/第六卷_143_group_0000/entity1_曼唐图像.jpg,contains
6juan_tibetan_mapping.json,རླུང་ལས་ཚད་ཁ་མཐོ་བའི་ལྕེ།,切分图/第六卷_143_group_0001/entity1_曼唐图像.jpg,contains
6juan_tibetan_mapping.json,རླུང་་ཚད་ཕྱེད་མའི་ལྕེ༎,切分图/第六卷_143_group_0002/entity1_曼唐图像.jpg,contains
6juan_tibetan_mapping.json,རླུང་ཉིད་ཟང་མའི་ལྕེ།,切分图/第六卷_144_group_0000/entity1_曼唐图像.jpg,contains
6juan_tibetan_mapping.json,རླུང་མཁྲིས་ལྡན་པའི་ལྕེ།,切分图/第六卷_144_group_0001/entity1_曼唐图像.jpg,contains
6juan_tibetan_mapping.json,ནད་མེད་ཀྱི་ལྕེ།,切分图/第六卷_145_group_0001/entity1_曼唐图像.jpg,contains
6juan_tibetan_mapping.json,ཚ་བ་སྨིན་རྒྱས།,切分图/第六卷_168_group_0000/entity1_曼唐图像.jpg,contains
6juan_tibetan_mapping.json,བད་རླུང་གིས་འཆི་བ།,切分图/第六卷_16_group_0002/entity1_曼唐图像.jpg,contains
6juan_tibetan_mapping.json,རླུང་གིས་འཆི་བ།,切分图/第六卷_16_group_0003/entity1_曼唐图像.jpg,contains
6juan_tibetan_mapping.json,མཁྲིས་ནད།,切分图/第六卷_172_group_0002/entity1_曼唐图像.jpg,contains
6juan_tibetan_mapping.json,རླུང་ནད།,切分图/第六卷_174_group_0002/entity1_曼唐图像.jpg,contains
6juan_tibetan_mapping.json,མིག་འགྲིབས་པ།,切分图/第六卷_178_group_0000/entity1_曼唐图像.jpg,contains
6juan_tibetan_mapping.json,བད་ཀན་སྐྱ་སྨུག,切分图/第六卷_182_group_0002/entity1_曼唐图像.jpg,contains
6juan_tibetan_mapping.json,མིག་དམར།,切分图/第六卷_187_group_0002/entity1_曼唐图像.jpg,contains
6juan_tibetan_mapping.json,རླུང་ནད།,切分图/第六卷_191_group_0004/entity1_曼唐图像.jpg,contains
6juan_tibetan_mapping.json,བད་ཀན་རྒྱས་པ།,切分图/第六卷_194_group_0002/entity1_曼唐图像.jpg,contains
6juan_tibetan_mapping.json,སྦྱོང་བྱེད་ལས་ལྔ་ལས་ལུས་སྨད་ཀྱི་བད་མཁྲིས་གཙོ་བོར་སེལ་བའི་ནི་རུ་ཧ་དང་། སྦྱོང་ཐམས་ཅད་ཀྱིས་མ་སོས་པའི་ནད་ཀྱི་མགོ་ལོག་པོར་གནོན་པའི་རྩ་སྦྱོང་དང་། ཁྲག་མཁྲིས་ཚ་བའི་ནད་རོ་གཏར་དམིགས་ནས་དངོས་སུ་ཕྱིར་འདོན་པའི་གཏར་ག་སོགས་ལག་ལེན་དང་། རུང་བ་དང་མི་རུང་བའི་ནད་གཞི་སོགས་སོ་སོར་བསྟན་ཡོད།,切分图/第六卷_195_group_0000/entity1_曼唐图像.jpg,contains
6juan_tibetan_mapping.json,སྒྲ་ལ་བརྟག་པ།,切分图/第六卷_19_group_0000/entity1_曼唐图像.jpg,contains
6juan_tibetan_mapping.json,རླུང་ནད།,切分图/第六卷_205_group_0000/entity1_曼唐图像.jpg,contains
6juan_tibetan_mapping.json,ཚ་བ་རྙིངས་པ།,切分图/第六卷_209_group_0002/entity1_曼唐图像.jpg,contains
6juan_tibetan_mapping.json,བད་ཀན་སྐྱ་བོ།,切分图/第六卷_221_group_0001/entity1_曼唐图像.jpg,contains
6juan_tibetan_mapping.json,རླུང་ལས་གྱུར་པ།,切分图/第六卷_221_group_0002/entity1_曼唐图像.jpg,contains
6juan_tibetan_mapping.json,བད་ཀན་ཁྲག་མཁྲིས།,切分图/第六卷_226_group_0001/entity1_曼唐图像.jpg,contains
6juan_tibetan_mapping.json,རླུང་ཁྲག་མཁྲིས།,切分图/第六卷_226_group_0002/entity1_曼唐图像.jpg,contains
6juan_tibetan_mapping.json,བྱེའུ་སྦུ་གུའི་སྒྲོ་འདྲ་བ།,切分图/第六卷_228_group_0001/entity1_曼唐图像.jpg,contains
6juan_tibetan_mapping.json,ལྕེ་རྩ་ར་མ་ལུག་གཉིས༎,切分图/第六卷_231_group_0001/entity1_曼唐图像.jpg,contains
6juan_tibetan_mapping.json,མིག་རྩ་གཉིས༎,切分图/第六卷_231_group_0002/entity1_曼唐图像.jpg,contains
6juan_tibetan_mapping.json,སྣོད་ཀའམ་སྙིང་རྩ་གཉིས༎,切分图/第六卷_234_group_0001/entity1_曼唐图像.jpg,contains
6juan_tibetan_mapping.json,གློ་སྙིང་འདོམས་རྩ་གཉིས༎,切分图/第六卷_235_group_0000/entity1_曼唐图像.jpg,contains
6juan_tibetan_mapping.json,བད་ཀན་གཤའ་རིངས་གཉིས༎,切分图/第六卷_236_group_0000/entity1_曼唐图像.jpg,contains
6juan_tibetan_mapping.json,བད་ཀན།,切分图/第六卷_247_group_0002/entity1_曼唐图像.jpg,contains
6juan_tibetan_mapping.json,རླུང་།,切分图/第六卷_248_group_0000/entity1_曼唐图像.jpg,contains
6juan_tibetan_mapping.json,ལྔ་པ།མེ་དམིགས༎,切分图/第六卷_251_group_0000/entity1_曼唐图像.jpg,contains
6juan_tibetan_mapping.json,ཚིགས་པ་གཉིས་པ༎,切分图/第六卷_251_group_0001/entity1_曼唐图像.jpg,contains
6juan_tibetan_mapping.json,ཚིགས་པ་གསུམ་པ༎,切分图/第六卷_251_group_0002/entity1_曼唐图像.jpg,contains
6juan_tibetan_mapping.json,ཚིགས་པ་བཞི་པ༎,切分图/第六卷_252_group_0000/entity1_曼唐图像.jpg,contains
6juan_tibetan_mapping.json,ཚིགས་པ་ལྔ་པ།,切分图/第六卷_252_group_0001/entity1_曼唐图像.jpg,contains
6juan_tibetan_mapping.json,ཚིགས་པ་དྲུག་པ།,切分图/第六卷_252_group_0002/entity1_曼唐图像.jpg,contains
6juan_tibetan_mapping.json,ཚིགས་པ་བདུན་པ༎,切分图/第六卷_253_group_0000/entity1_曼唐图像.jpg,contains
6juan_tibetan_mapping.json,ཚིགས་པ་བརྒྱད་པ།,切分图/第六卷_253_group_0001/entity1_曼唐图像.jpg,contains
6juan_tibetan_mapping.json,ཚིགས་པ་དགུ་པ།,切分图/第六卷_253_group_0002/entity1_曼唐图像.jpg,contains
6juan_tibetan_mapping.json,ཚིགས་པ་བཅུ་པ༎,切分图/第六卷_254_group_0000/entity1_曼唐图像.jpg,contains
6juan_tibetan_mapping.json,ཚིགས་པ་བཅུ་གཅིག་པ༎,切分图/第六卷_254_group_0001/entity1_曼唐图像.jpg,contains
6juan_tibetan_mapping.json,ཚིགས་པ་བཅུ་གཉིས་པ༎,切分图/第六卷_254_group_0002/entity1_曼唐图像.jpg,contains
6juan_tibetan_mapping.json,ཚིགས་པ་བཅུ་གསུམ་པ།,切分图/第六卷_255_group_0000/entity1_曼唐图像.jpg,contains
6juan_tibetan_mapping.json,ཚིགས་པ་བཅུ་བཞི་པ༎,切分图/第六卷_255_group_0001/entity1_曼唐图像.jpg,contains
6juan_tibetan_mapping.json,ཚིགས་པ་བཅོ་ལྔ་པ༎,切分图/第六卷_255_group_0002/entity1_曼唐图像.jpg,contains
6juan_tibetan_mapping.json,ཚིགས་པ་བཅུ་དྲུག་པ༎,切分图/第六卷_256_group_0000/entity1_曼唐图像.jpg,contains
6juan_tibetan_mapping.json,ཚིགས་པ་བཅོ་བརྒྱད་པ།,切分图/第六卷_256_group_0002/entity1_曼唐图像.jpg,contains
6juan_tibetan_mapping.json,ཚིགས་པ་བཅུ་དགུ་པ༎,切分图/第六卷_257_group_0000/entity1_曼唐图像.jpg,contains
6juan_tibetan_mapping.json,ཚིགས་པ་ཉི་ཤུ་པ།,切分图/第六卷_257_group_0001/entity1_曼唐图像.jpg,contains
6juan_tibetan_mapping.json,ལྒང་པའི་གསང་ཁ་གསུམ༎,切分图/第六卷_260_group_0002/entity1_曼唐图像.jpg,contains
6juan_tibetan_mapping.json,སྲིན་ལག་གི་ཚིགས་མགོ་གཉིས༎,切分图/第六卷_264_group_0002/entity1_曼唐图像.jpg,contains
6juan_tibetan_mapping.json,སྙིང་རྩེའི་གསང་གཉིས༎,切分图/第六卷_266_group_0002/entity1_曼唐图像.jpg,contains
6juan_tibetan_mapping.json,རྒྱབ་ཀྱི་གློ་སྙིང་འདོམས་པའི་གསང་།,切分图/第六卷_267_group_0000/entity1_曼唐图像.jpg,contains
6juan_tibetan_mapping.json,གློ་སྙིང་འདོམས་པའི་གསང་གཉིས༎,切分图/第六卷_267_group_0001/entity1_曼唐图像.jpg,contains
6juan_tibetan_mapping.json,སྙིང་ལོགས་ཀྱི་གསང་གཉིས༎,切分图/第六卷_267_group_0002/entity1_曼唐图像.jpg,contains
6juan_tibetan_mapping.json,གློ་བུ་དགྲ་ལྕེའི་གསང་གཉིས༎,切分图/第六卷_270_group_0000/entity1_曼唐图像.jpg,contains
6juan_tibetan_mapping.json,གློ་བུ་རྟེ་མིག་གི་གསང་གཉིས༎,切分图/第六卷_270_group_0001/entity1_曼唐图像.jpg,contains
6juan_tibetan_mapping.json,དཔྱི་མིག་གི་གསང་བཅུ།,切分图/第六卷_276_group_0000/entity1_曼唐图像.jpg,contains
6juan_tibetan_mapping.json,ཚིགས་པ་བཅུ་གཉིས་ཀྱི་གསང་༎,切分图/第六卷_278_group_0001/entity1_曼唐图像.jpg,contains
6juan_tibetan_mapping.json,ཚིགས་པ་བཅོ་ལྔ་པའི་གསང་།,切分图/第六卷_279_group_0000/entity1_曼唐图像.jpg,contains
6juan_tibetan_mapping.json,ཚིགས་པ་བཅུ་དྲུག་པའི་གསང།,切分图/第六卷_279_group_0003/entity1_曼唐图像.jpg,contains
6juan_tibetan_mapping.json,ཚིགས་པ་བཅུ་བདུན་པའི་གསང།,切分图/第六卷_280_group_0002/entity1_曼唐图像.jpg,contains
6juan_tibetan_mapping.json,ཚིགས་པ་བཅོ་བརྒྱད་པའི་གསང་།,切分图/第六卷_281_group_0001/entity1_曼唐图像.jpg,contains
6juan_tibetan_mapping.json,ཡན་ལག་གི་ཚིགས་གསང་བཅུ།,切分图/第六卷_281_group_0002/entity1_曼唐图像.jpg,contains
6juan_tibetan_mapping.json,པུས་ཚིགས་ཀྱི་གསང་གཉིས།,切分图/第六卷_282_group_0000/entity1_曼唐图像.jpg,contains
6juan_tibetan_mapping.json,གྲུ་ཚིགས་ཀྱི་གསང་གཉིས།,切分图/第六卷_282_group_0001/entity1_曼唐图像.jpg,contains
6juan_tibetan_mapping.json,མཁྲིག་ཚིགས་ཀྱི་གསང་གཉིས།,切分图/第六卷_282_group_0002/entity1_曼唐图像.jpg,contains
6juan_tibetan_mapping.json,ལོང་ཚིགས་ཀྱི་གསང་གཉིས།,切分图/第六卷_282_group_0003/entity1_曼唐图像.jpg,contains
